Time,Result ID,URL,Load zone,User scenario,Status code,RTT min,RTT max,RTT avg,Count,Value,Method,Content types,Compressed count,Avg content length,Avg compressed content length,Content type,Custom metric/Page title,Custom metric type,Log severity level,Log message,Standard deviation,Median
2018-05-29 20:11:11.229926+00:00,__li_content_type_load_time,,Aggregated (World),,,77.09,77.31,77.2,2,,,,,,,text/html,,,,,,
2018-05-29 20:11:14.245039+00:00,__li_content_type_load_time,,Aggregated (World),,,94.62,102.99,98.81,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:14.245039+00:00,__li_content_type_load_time,,Aggregated (World),,,42.8,55.87,49.34,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:14.245039+00:00,__li_content_type_load_time,,Aggregated (World),,,65.69,89.36,80.62,3,,,,,,,text/html,,,,,,
2018-05-29 20:11:17.264358+00:00,__li_content_type_load_time,,Aggregated (World),,,99.86,99.86,99.86,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:17.264358+00:00,__li_content_type_load_time,,Aggregated (World),,,59.12,59.12,59.12,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:20.282312+00:00,__li_content_type_load_time,,Aggregated (World),,,82.08,82.08,82.08,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:23.300704+00:00,__li_content_type_load_time,,Aggregated (World),,,91.77,108.72,100.24,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:23.300704+00:00,__li_content_type_load_time,,Aggregated (World),,,55.39,55.93,55.66,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:23.300704+00:00,__li_content_type_load_time,,Aggregated (World),,,81.14,81.14,81.14,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:26.319602+00:00,__li_content_type_load_time,,Aggregated (World),,,109.7,109.7,109.7,1,,,,,,,image/png,,,,,,
2018-05-29 20:11:26.319602+00:00,__li_content_type_load_time,,Aggregated (World),,,61.17,61.17,61.17,1,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:26.319602+00:00,__li_content_type_load_time,,Aggregated (World),,,76.74,87.5,82.12,2,,,,,,,text/html,,,,,,
2018-05-29 20:11:29.339816+00:00,__li_content_type_load_time,,Aggregated (World),,,90.48,95.11,92.79,2,,,,,,,image/png,,,,,,
2018-05-29 20:11:29.339816+00:00,__li_content_type_load_time,,Aggregated (World),,,51.24,53.64,52.44,2,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:29.339816+00:00,__li_content_type_load_time,,Aggregated (World),,,76.44,76.44,76.44,1,,,,,,,text/html,,,,,,
2018-05-29 20:11:32.357825+00:00,__li_content_type_load_time,,Aggregated (World),,,98.37,100.2,99.27,3,,,,,,,image/png,,,,,,
2018-05-29 20:11:32.357825+00:00,__li_content_type_load_time,,Aggregated (World),,,44.76,51.79,49.24,3,,,,,,,image/jpeg,,,,,,
2018-05-29 20:11:32.357825+00:00,__li_content_type_load_time,,Aggregated (World),,,67.1,85.77,76.62,4,,,,,,,text/html,,,,,,
2018-05-29 20:11:35.377445+00:00,__li_content_type_load_time,,Aggregated (World),,,105.67,108.2,106.94,2,,,,,,,image/png,,,,,,
